Field Category/String,Field Title,Admin Roles,Content Roles,End Users,From Mukurtu
"views.view.mukurtu_migrate_results:display:failure_block:display_options:fields:severity:alter:text{% if severity == ""0"" %}
Emergency
{% elseif severity== ""1"" %}
Alert
{% elseif severity == ""2"" %}
Critical
{% elseif severity == ""3"" %}
Error
{% elseif severity == ""4"" %}
Warning
{% elseif severity == ""5"" %}
Notice
{% elseif severity == ""6"" %}
Info
{% elseif severity == ""7"" %}
Debug
{% else %}
Unknown
{% endif %}","{% if severity == ""0"" %}
Emergency
{% elseif severity== ""1"" %}
Alert
{% elseif severity == ""2"" %}
Critical
{% elseif severity == ""3"" %}
Error
{% elseif severity == ""4"" %}
Warning
{% elseif severity == ""5"" %}
Notice
{% elseif severity == ""6"" %}
Info
{% elseif severity == ""7"" %}
Debug
{% else %}
Unknown
{% endif %}",x,,,
views.view.mukurtu_migrate_results:display:failure_block:display_options:header:area:content:value<h2>Migration Failures and Warnings</h2>,<h2>Migration Failures and Warnings</h2>,x,,,
views.view.mukurtu_migrate_results:display:success_block:display_titleSuccessful Migrations,Successful Migrations,x,,,
views.view.mukurtu_migrate_results:display:success_block:display_options:header:area:content:value<h2>Successful Migration Steps</h2>,<h2>Successful Migration Steps</h2>,x,,,
views.view.mukurtu_people:labelMukurtu People,Mukurtu People,x,x,x,
views.view.mukurtu_people:descriptionFind and manage people interacting with your site.,Find and manage people interacting with your site.,x,x,,
views.view.mukurtu_people:display:default:display_titleDefault,Default,,,,
views.view.mukurtu_people:display:default:display_options:titleSite Users,Site Users,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:views_bulk_operations_bulk_form:labelViews bulk operations,Views bulk operations,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:name:labelUsername,Username,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:field_display_name:labelDisplay Name,Display Name,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:communities:labelCommunities,Communities,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:created:labelMember for,Member for,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:created:settings:future_format@interval,@interval,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:created:settings:past_format@interval,@interval,x,x,,
views.view.mukurtu_people:display:default:display_options:fields:operations:labelOperations,Operations,,,,
views.view.mukurtu_people:display:default:display_options:pager:options:tags:nextNext ›,Next ›,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:tags:previous‹ Previous,‹ Previous,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:tags:first« First,« First,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:tags:lastLast »,Last »,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:expose:items_per_page_labelItems per page,Items per page,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:expose:items_per_page_options_all_label- All -,- All -,x,x,,
views.view.mukurtu_people:display:default:display_options:pager:options:expose:offset_labelOffset,Offset,,,,
views.view.mukurtu_people:display:default:display_options:exposed_form:options:submit_buttonFilter,Filter,x,x,,
views.view.mukurtu_people:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,,
views.view.mukurtu_people:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,,
views.view.mukurtu_people:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.mukurtu_people:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.mukurtu_people:display:default:display_options:empty:area_text_custom:contentNo people available.,No people available.,x,x,,
views.view.mukurtu_people:display:default:display_options:filters:combine:expose:labelName or email contains,Name or email contains,x,x,,
views.view.mukurtu_people:display:default:display_options:use_more_textmore,more,x,x,,
views.view.mukurtu_people:display:page_1:display_titleCommunities,Communities,x,x,,
views.view.mukurtu_people:display:page_1:display_options:menu:titleManage Users,Manage Users,x,x,,
views.view.mukurtu_people:display:page_1:display_options:menu:descriptionFind and manage people interacting with your site.,Find and manage people interacting with your site.,x,x,,
views.view.mukurtu_people:display:page_1:display_options:tab_options:titlePeople,People,x,x,,
"views.view.mukurtu_people:display:page_1:display_options:tab_options:descriptionManage user accounts, roles, and permissions.","Manage user accounts, roles, and permissions.",x,x,,
views.view.mukurtu_recent_content:labelMukurtu Recent Content,Mukurtu Recent Content,x,x,,
views.view.mukurtu_recent_content:display:default:display_titleDefault,Default,,,,
views.view.mukurtu_recent_content:display:default:display_options:titleAll Recent Content,All Recent Content,x,x,x,
views.view.mukurtu_recent_content:display:default:display_options:exposed_form:options:submit_buttonApply,Apply,x,x,x,
views.view.mukurtu_recent_content:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,x,
views.view.mukurtu_recent_content:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,x,
views.view.mukurtu_recent_content:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.mukurtu_recent_content:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.mukurtu_recent_content:display:default:display_options:header:area:content:value<h2>[view:title]</h2>,<h2>[view:title]</h2>,,,,
views.view.mukurtu_recent_content:display:all_recent_content_block:display_titleAll Recent Content,All Recent Content,x,x,x,
views.view.mukurtu_recent_content:display:user_recent_content_block:display_titleMy Recent Content,My Recent Content,x,x,x,
views.view.mukurtu_recent_content:display:user_recent_content_block:display_options:titleMy Recent Content,My Recent Content,x,x,x,
views.view.mukurtu_recent_content:display:user_recent_content_block:display_options:arguments:uid:exception:titleAll,All,x,x,x,
views.view.mukurtu_taxonomy_references:labelMukurtu Taxonomy References,Mukurtu Taxonomy References,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_titleDefault,Default,,,,
views.view.mukurtu_taxonomy_references:display:default:display_options:titleMukurtu Taxonomy References,Mukurtu Taxonomy References,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:tags:nextNext ›,Next ›,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:tags:previous‹ Previous,‹ Previous,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:tags:first« First,« First,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:tags:lastLast »,Last »,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:expose:items_per_page_labelItems per page,Items per page,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:expose:items_per_page_options_all_label- All -,- All -,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:pager:options:expose:offset_labelOffset,Offset,,,,
views.view.mukurtu_taxonomy_references:display:default:display_options:exposed_form:options:submit_buttonApply,Apply,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.mukurtu_taxonomy_references:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.mukurtu_taxonomy_references:display:default:display_options:sorts:search_api_relevance:expose:labelRelevance,Relevance,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:sorts:node_changed:expose:labelMost Recently Updated,Most Recently Updated,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:sorts:node_title:expose:labelTitle,Title,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:sorts:node_created:expose:labelDate Added (Newest),Date Added (Newest),x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:sorts:node_created_1:expose:labelDate Added (Oldest),Date Added (Oldest),x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:filters:search_api_fulltext:admin_labelTaxonomy UUID,Taxonomy UUID,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:filters:search_api_fulltext:expose:labelSearch,Search,x,x,,
views.view.mukurtu_taxonomy_references:display:default:display_options:filters:search_api_fulltext_1:expose:labelSearch,Search,x,x,,
views.view.mukurtu_taxonomy_references:display:content_block:display_titleContent,Content,x,x,,
views.view.multipage_item_browser:labelMultipage Item Browser,Multipage Item Browser,x,x,x,
views.view.multipage_item_browser:descriptionProvides a default View for the Content Browser provided Entity Browser,Provides a default View for the Content Browser provided Entity Browser,x,x,,
views.view.multipage_item_browser:display:default:display_titleMaster,Master,,,,
views.view.multipage_item_browser:display:default:display_options:fields:type:labelContent type,Content type,x,x,,
views.view.multipage_item_browser:display:default:display_options:pager:options:tags:nextNext ›,Next ›,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:tags:previous‹ Previous,‹ Previous,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:tags:first« First,« First,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:tags:lastLast »,Last »,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:expose:items_per_page_labelItems per page,Items per page,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:expose:items_per_page_options_all_label- All -,- All -,x,x,x,
views.view.multipage_item_browser:display:default:display_options:pager:options:expose:offset_labelOffset,Offset,,,,
views.view.multipage_item_browser:display:default:display_options:exposed_form:options:submit_buttonApply,Apply,x,x,x,
views.view.multipage_item_browser:display:default:display_options:exposed_form:options:reset_button_labelReset,Reset,x,x,x,
views.view.multipage_item_browser:display:default:display_options:exposed_form:options:exposed_sorts_labelSort by,Sort by,x,x,x,
views.view.multipage_item_browser:display:default:display_options:exposed_form:options:sort_asc_labelAsc,Asc,,,,
views.view.multipage_item_browser:display:default:display_options:exposed_form:options:sort_desc_labelDesc,Desc,,,,
views.view.multipage_item_browser:display:default:display_options:sorts:created:expose:labelAuthored on,Authored on,x,x,,
views.view.multipage_item_browser:display:default:display_options:arguments:type:exception:titleAll,All,x,x,x,
views.view.multipage_item_browser:display:default:display_options:filters:type:expose:labelType,Type,x,x,x,
views.view.multipage_item_browser:display:default:display_options:filters:title:expose:labelTitle,Title,x,x,x,
views.view.multipage_item_browser:display:entity_browser:display_titleEntity browser,Entity browser,,,,
views.view.my_personal_collections:labelMy Personal Collections,My Personal Collections,x,x,x,
